CATEGORIA;centro_costo;fecha; monto_presupuestado ;version_presupuesto
Personal;TEC001;01-06-2025; 3.185.519 ;Budget
Activo Fijo;TEC001;01-10-2025; 1.240.957 ;Forecast Q1
Administración;TEC001;01-04-2025; 1.767.723 ;Forecast Q2
Administración;TEC001;01-12-2025; 1.022.282 ;Forecast Q2
Personal;INM003;01-06-2025; 5.987.612 ;Budget
Activo Fijo;MKT002;01-02-2025; 2.151.142 ;Forecast Q2
Activo Fijo;MKT002;01-01-2025; 2.423.614 ;Forecast Q1
Personal;TEC001;01-12-2025; 4.431.984 ;Forecast Q1
Personal;INM003;01-06-2025; 4.196.195 ;Forecast Q1
Personal;MKT002;01-12-2025; 5.624.577 ;Forecast Q1
Administración;INM003;01-08-2025; 2.516.885 ;Forecast Q1
Administración;INM003;01-10-2025; 1.428.514 ;Forecast Q1
Administración;MKT002;01-08-2025; 1.204.106 ;Budget
Administración;OPE001;01-12-2025; 2.288.787 ;Budget
Administración;MKT002;01-08-2025; 2.882.960 ;Forecast Q1
Personal;TEC002;01-03-2025; 5.468.652 ;Forecast Q2
Personal;MKT001;01-06-2025; 4.649.021 ;Forecast Q2
Personal;TEC002;01-01-2025; 5.651.552 ;Forecast Q1
Activo Fijo;MKT001;01-01-2025; 2.192.068 ;Forecast Q2
Administración;TEC001;01-11-2025; 2.898.209 ;Budget
Administración;TEC002;01-11-2025; 2.184.234 ;Budget
Administración;TEC002;01-01-2025; 2.427.057 ;Forecast Q1
Activo Fijo;OPE001;01-12-2025; 866.340 ;Forecast Q2
Activo Fijo;INM003;01-03-2025; 2.165.693 ;Forecast Q1
Activo Fijo;TEC001;01-06-2025; 670.904 ;Budget
Personal;TEC001;01-03-2025; 5.922.166 ;Budget
Personal;OPE001;01-09-2025; 4.225.794 ;Forecast Q1
Personal;TEC002;01-06-2025; 3.602.199 ;Budget
Activo Fijo;OPE001;01-07-2025; 2.086.661 ;Budget
Personal;TEC001;01-01-2025; 3.451.874 ;Budget
Activo Fijo;INM003;01-05-2025; 702.989 ;Forecast Q1
Administración;MKT001;01-10-2025; 1.283.935 ;Forecast Q1
Administración;MKT001;01-06-2025; 2.678.687 ;Forecast Q1
Personal;MKT001;01-04-2025; 4.522.360 ;Forecast Q1
Personal;OPE001;01-12-2025; 5.641.738 ;Forecast Q2
Personal;MKT001;01-03-2025; 5.803.104 ;Forecast Q2
Activo Fijo;OPE001;01-06-2025; 843.394 ;Forecast Q1
Activo Fijo;TEC002;01-02-2025; 1.083.562 ;Forecast Q1
Personal;OPE001;01-08-2025; 3.407.774 ;Forecast Q2
Administración;TEC001;01-06-2025; 1.257.241 ;Forecast Q1
Personal;OPE001;01-07-2025; 5.416.577 ;Budget
Administración;MKT002;01-09-2025; 2.782.188 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 2.446.240 ;Budget
Administración;MKT001;01-06-2025; 1.244.645 ;Budget
Administración;TEC002;01-11-2025; 1.164.043 ;Forecast Q2
Administración;OPE001;01-09-2025; 2.795.975 ;Forecast Q2
Activo Fijo;MKT001;01-09-2025; 1.212.856 ;Forecast Q1
Activo Fijo;TEC001;01-06-2025; 1.850.048 ;Forecast Q1
Personal;TEC001;01-08-2025; 5.013.648 ;Budget
Administración;MKT002;01-06-2025; 1.181.819 ;Budget
Activo Fijo;OPE001;01-11-2025; 1.291.483 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 2.228.504 ;Budget
Activo Fijo;MKT002;01-08-2025; 1.666.534 ;Budget
Personal;MKT002;01-02-2025; 3.295.884 ;Forecast Q1
Administración;MKT001;01-10-2025; 1.850.250 ;Budget
Personal;INM003;01-10-2025; 5.138.561 ;Budget
Activo Fijo;TEC001;01-02-2025; 1.944.390 ;Forecast Q1
Activo Fijo;TEC002;01-06-2025; 1.168.970 ;Budget
Activo Fijo;TEC002;01-03-2025; 2.413.242 ;Forecast Q1
Administración;MKT002;01-04-2025; 1.234.794 ;Forecast Q2
Personal;MKT002;01-09-2025; 4.198.086 ;Forecast Q1
Activo Fijo;MKT001;01-01-2025; 1.501.148 ;Forecast Q2
Activo Fijo;OPE001;01-07-2025; 803.326 ;Forecast Q1
Activo Fijo;MKT002;01-09-2025; 2.463.844 ;Forecast Q1
Personal;TEC002;01-05-2025; 4.314.073 ;Forecast Q2
Administración;MKT001;01-10-2025; 1.176.575 ;Forecast Q2
Activo Fijo;OPE001;01-04-2025; 2.118.375 ;Forecast Q2
Activo Fijo;MKT002;01-12-2025; 2.113.532 ;Forecast Q2
Administración;MKT001;01-05-2025; 2.602.873 ;Budget
Activo Fijo;TEC002;01-08-2025; 1.534.975 ;Forecast Q2
Personal;TEC001;01-10-2025; 3.392.953 ;Forecast Q2
Administración;MKT001;01-10-2025; 2.105.207 ;Forecast Q2
Administración;INM003;01-12-2025; 1.064.667 ;Budget
Activo Fijo;OPE001;01-10-2025; 1.775.504 ;Forecast Q2
Personal;INM003;01-06-2025; 3.618.081 ;Forecast Q1
Personal;INM003;01-10-2025; 3.598.253 ;Forecast Q2
Activo Fijo;TEC002;01-03-2025; 1.461.633 ;Budget
Administración;INM003;01-11-2025; 2.164.544 ;Forecast Q2
Personal;MKT001;01-02-2025; 4.081.990 ;Budget
Activo Fijo;INM003;01-07-2025; 995.001 ;Forecast Q1
Activo Fijo;MKT002;01-02-2025; 813.103 ;Forecast Q2
Personal;OPE001;01-05-2025; 4.583.037 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 1.050.559 ;Forecast Q2
Administración;MKT002;01-05-2025; 1.663.763 ;Forecast Q2
Personal;MKT002;01-06-2025; 3.711.755 ;Forecast Q1
Administración;OPE001;01-01-2025; 2.327.951 ;Forecast Q2
Activo Fijo;TEC001;01-11-2025; 1.595.667 ;Forecast Q1
Administración;TEC001;01-10-2025; 1.034.660 ;Forecast Q1
Personal;MKT002;01-04-2025; 5.913.906 ;Budget
Administración;TEC002;01-05-2025; 1.251.546 ;Budget
Personal;OPE001;01-11-2025; 3.869.958 ;Forecast Q1
Personal;INM003;01-01-2025; 3.295.290 ;Forecast Q1
Personal;OPE001;01-04-2025; 3.707.579 ;Budget
Administración;MKT001;01-03-2025; 1.345.242 ;Forecast Q2
Administración;INM003;01-11-2025; 2.445.458 ;Forecast Q1
Administración;TEC002;01-11-2025; 1.626.114 ;Forecast Q2
Personal;OPE001;01-12-2025; 4.523.403 ;Forecast Q1
Administración;MKT001;01-09-2025; 1.741.103 ;Budget
Administración;TEC002;01-03-2025; 2.911.031 ;Forecast Q2
Administración;TEC001;01-06-2025; 1.352.699 ;Budget
Activo Fijo;INM003;01-08-2025; 1.368.376 ;Forecast Q2
Activo Fijo;OPE001;01-04-2025; 1.807.620 ;Forecast Q2
Personal;MKT001;01-01-2025; 5.021.796 ;Budget
Administración;TEC002;01-03-2025; 2.553.405 ;Budget
Personal;TEC002;01-01-2025; 5.155.822 ;Forecast Q2
Personal;OPE001;01-10-2025; 3.929.026 ;Forecast Q2
Administración;MKT001;01-12-2025; 1.621.111 ;Forecast Q1
Personal;INM003;01-03-2025; 5.133.323 ;Forecast Q2
Activo Fijo;TEC002;01-10-2025; 773.648 ;Forecast Q2
Personal;INM003;01-12-2025; 4.062.639 ;Forecast Q2
Personal;MKT002;01-08-2025; 4.736.129 ;Forecast Q2
Personal;INM003;01-01-2025; 5.232.734 ;Forecast Q1
Administración;OPE001;01-06-2025; 2.377.952 ;Forecast Q2
Administración;TEC002;01-12-2025; 2.911.888 ;Forecast Q1
Activo Fijo;TEC002;01-02-2025; 542.012 ;Budget
Personal;MKT002;01-01-2025; 5.013.057 ;Forecast Q1
Activo Fijo;INM003;01-12-2025; 757.593 ;Budget
Administración;MKT002;01-12-2025; 1.264.703 ;Forecast Q1
Activo Fijo;OPE001;01-08-2025; 1.170.166 ;Forecast Q2
Administración;MKT001;01-06-2025; 1.135.842 ;Budget
Administración;MKT001;01-03-2025; 2.284.814 ;Forecast Q2
Administración;MKT002;01-02-2025; 2.785.290 ;Budget
Activo Fijo;MKT002;01-03-2025; 1.819.177 ;Forecast Q2
Personal;MKT001;01-02-2025; 5.294.632 ;Forecast Q1
Personal;TEC002;01-02-2025; 3.334.625 ;Budget
Personal;TEC001;01-11-2025; 5.574.601 ;Budget
Activo Fijo;TEC002;01-11-2025; 1.659.349 ;Forecast Q1
Personal;MKT002;01-11-2025; 4.711.871 ;Forecast Q2
Personal;TEC002;01-09-2025; 4.010.369 ;Forecast Q1
Activo Fijo;MKT001;01-07-2025; 1.953.116 ;Forecast Q1
Administración;MKT001;01-10-2025; 2.252.634 ;Forecast Q1
Administración;OPE001;01-03-2025; 1.473.121 ;Forecast Q1
Administración;OPE001;01-12-2025; 2.274.557 ;Budget
Activo Fijo;INM003;01-03-2025; 1.251.513 ;Forecast Q2
Personal;MKT002;01-10-2025; 5.442.097 ;Forecast Q2
Activo Fijo;MKT001;01-09-2025; 1.104.349 ;Forecast Q2
Administración;MKT001;01-03-2025; 1.981.085 ;Budget
Personal;TEC002;01-10-2025; 5.767.755 ;Forecast Q2
Activo Fijo;INM003;01-03-2025; 2.403.742 ;Budget
Personal;TEC001;01-09-2025; 3.281.297 ;Forecast Q2
Administración;OPE001;01-11-2025; 2.460.537 ;Forecast Q1
Personal;TEC002;01-07-2025; 4.748.111 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 1.122.902 ;Forecast Q1
Personal;MKT002;01-06-2025; 4.450.929 ;Forecast Q1
Administración;TEC002;01-08-2025; 1.310.138 ;Forecast Q2
Administración;TEC001;01-03-2025; 2.349.780 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 778.618 ;Forecast Q1
Activo Fijo;TEC001;01-12-2025; 1.223.036 ;Forecast Q2
Personal;INM003;01-10-2025; 3.247.145 ;Forecast Q2
Activo Fijo;MKT001;01-03-2025; 1.851.900 ;Forecast Q2
Personal;MKT002;01-02-2025; 3.261.618 ;Budget
Administración;TEC002;01-02-2025; 1.509.820 ;Forecast Q2
Personal;TEC002;01-06-2025; 3.068.348 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 2.368.733 ;Forecast Q2
Personal;INM003;01-06-2025; 4.917.822 ;Forecast Q2
Personal;MKT002;01-05-2025; 5.546.211 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 1.116.110 ;Budget
Activo Fijo;INM003;01-05-2025; 1.467.033 ;Forecast Q1
Activo Fijo;OPE001;01-07-2025; 2.492.920 ;Forecast Q1
Personal;TEC002;01-12-2025; 5.140.764 ;Budget
Activo Fijo;MKT002;01-01-2025; 2.143.507 ;Budget
Activo Fijo;TEC001;01-08-2025; 1.073.122 ;Budget
Administración;OPE001;01-09-2025; 1.955.207 ;Forecast Q1
Personal;INM003;01-10-2025; 3.466.803 ;Budget
Administración;MKT001;01-07-2025; 1.181.041 ;Budget
Activo Fijo;TEC002;01-03-2025; 676.287 ;Forecast Q2
Personal;OPE001;01-04-2025; 3.011.318 ;Budget
Activo Fijo;OPE001;01-03-2025; 873.913 ;Budget
Personal;MKT001;01-04-2025; 4.776.820 ;Budget
Activo Fijo;OPE001;01-12-2025; 1.491.275 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 727.741 ;Forecast Q1
Administración;MKT002;01-04-2025; 1.351.769 ;Forecast Q1
Personal;MKT002;01-11-2025; 4.827.782 ;Forecast Q1
Administración;TEC002;01-01-2025; 2.961.675 ;Forecast Q2
Personal;TEC002;01-08-2025; 5.240.490 ;Forecast Q1
Administración;MKT001;01-07-2025; 1.894.113 ;Budget
Administración;OPE001;01-06-2025; 1.647.694 ;Forecast Q1
Personal;INM003;01-05-2025; 4.561.801 ;Forecast Q2
Personal;INM003;01-04-2025; 4.093.555 ;Budget
Personal;TEC001;01-12-2025; 4.165.154 ;Forecast Q2
Administración;TEC002;01-06-2025; 1.395.936 ;Forecast Q1
Personal;TEC002;01-08-2025; 3.502.305 ;Budget
Personal;MKT002;01-01-2025; 5.912.966 ;Forecast Q1
Activo Fijo;INM003;01-08-2025; 1.261.685 ;Forecast Q2
Activo Fijo;INM003;01-01-2025; 1.329.389 ;Budget
Activo Fijo;TEC001;01-10-2025; 1.226.370 ;Forecast Q2
Personal;MKT001;01-08-2025; 3.789.708 ;Budget
Administración;OPE001;01-01-2025; 2.165.451 ;Forecast Q2
Administración;MKT001;01-08-2025; 2.761.542 ;Forecast Q2
Personal;TEC002;01-05-2025; 4.651.811 ;Forecast Q1
Personal;MKT002;01-10-2025; 3.476.008 ;Forecast Q2
Personal;MKT002;01-09-2025; 3.911.078 ;Budget
Personal;TEC002;01-09-2025; 5.337.135 ;Forecast Q1
Administración;MKT001;01-10-2025; 1.616.632 ;Forecast Q2
Personal;MKT001;01-04-2025; 3.190.258 ;Forecast Q1
Personal;OPE001;01-08-2025; 4.248.541 ;Forecast Q1
Administración;TEC001;01-12-2025; 2.332.826 ;Budget
Administración;INM003;01-07-2025; 1.206.236 ;Budget
Personal;MKT001;01-05-2025; 4.484.612 ;Forecast Q1
Activo Fijo;INM003;01-11-2025; 615.294 ;Forecast Q2
Personal;OPE001;01-10-2025; 4.105.939 ;Forecast Q2
Activo Fijo;TEC001;01-09-2025; 716.701 ;Forecast Q1
Personal;TEC001;01-02-2025; 3.837.796 ;Forecast Q2
Personal;TEC001;01-06-2025; 4.172.576 ;Budget
Administración;MKT002;01-12-2025; 2.320.114 ;Forecast Q1
Administración;INM003;01-11-2025; 2.523.253 ;Forecast Q2
Activo Fijo;TEC001;01-01-2025; 2.090.940 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 1.833.077 ;Forecast Q1
Administración;TEC001;01-03-2025; 2.413.106 ;Forecast Q1
Personal;OPE001;01-08-2025; 5.438.904 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 2.447.727 ;Forecast Q2
Personal;OPE001;01-04-2025; 5.161.780 ;Forecast Q2
Administración;MKT001;01-02-2025; 1.435.532 ;Forecast Q1
Personal;INM003;01-02-2025; 4.670.074 ;Forecast Q1
Administración;TEC002;01-10-2025; 1.037.758 ;Forecast Q2
Activo Fijo;MKT001;01-06-2025; 1.679.691 ;Forecast Q1
Activo Fijo;INM003;01-12-2025; 1.168.144 ;Forecast Q2
Activo Fijo;MKT001;01-07-2025; 1.846.486 ;Forecast Q1
Activo Fijo;TEC002;01-04-2025; 1.185.282 ;Budget
Administración;TEC002;01-07-2025; 1.582.981 ;Forecast Q1
Personal;MKT002;01-04-2025; 3.097.500 ;Forecast Q1
Activo Fijo;MKT002;01-12-2025; 614.642 ;Forecast Q1
Personal;INM003;01-03-2025; 4.918.635 ;Budget
Personal;MKT001;01-03-2025; 5.979.475 ;Forecast Q1
Administración;OPE001;01-03-2025; 2.291.430 ;Budget
Personal;MKT001;01-09-2025; 4.860.145 ;Forecast Q2
Activo Fijo;INM003;01-06-2025; 861.691 ;Forecast Q1
Personal;INM003;01-02-2025; 5.809.743 ;Forecast Q2
Activo Fijo;OPE001;01-01-2025; 1.446.311 ;Forecast Q2
Personal;INM003;01-09-2025; 5.789.535 ;Forecast Q2
Personal;MKT002;01-09-2025; 4.416.908 ;Forecast Q2
Administración;OPE001;01-05-2025; 1.765.700 ;Budget
Administración;MKT002;01-02-2025; 2.579.810 ;Budget
Activo Fijo;MKT002;01-07-2025; 1.047.274 ;Forecast Q1
Administración;TEC001;01-02-2025; 1.216.421 ;Forecast Q1
Activo Fijo;TEC002;01-02-2025; 1.992.224 ;Forecast Q2
Personal;INM003;01-10-2025; 4.935.171 ;Forecast Q2
Personal;TEC002;01-10-2025; 5.130.517 ;Budget
Administración;INM003;01-06-2025; 1.411.158 ;Budget
Personal;OPE001;01-07-2025; 3.470.476 ;Budget
Personal;TEC002;01-05-2025; 4.749.565 ;Forecast Q1
Activo Fijo;MKT001;01-08-2025; 885.060 ;Forecast Q1
Personal;TEC001;01-12-2025; 4.237.112 ;Forecast Q2
Activo Fijo;MKT002;01-08-2025; 576.209 ;Forecast Q2
Activo Fijo;OPE001;01-07-2025; 2.200.609 ;Budget
Administración;OPE001;01-09-2025; 2.762.006 ;Budget
Administración;INM003;01-11-2025; 1.433.432 ;Budget
Activo Fijo;INM003;01-02-2025; 2.059.140 ;Forecast Q2
Administración;MKT001;01-12-2025; 1.324.441 ;Forecast Q2
Activo Fijo;INM003;01-11-2025; 1.982.189 ;Forecast Q1
Personal;MKT001;01-02-2025; 3.753.665 ;Forecast Q2
Personal;MKT002;01-04-2025; 5.593.024 ;Budget
Personal;OPE001;01-03-2025; 3.661.774 ;Budget
Administración;OPE001;01-08-2025; 1.280.137 ;Budget
Administración;MKT002;01-08-2025; 1.743.543 ;Budget
Activo Fijo;MKT001;01-09-2025; 1.039.852 ;Forecast Q1
Activo Fijo;MKT001;01-12-2025; 1.740.076 ;Budget
Activo Fijo;OPE001;01-01-2025; 1.715.263 ;Budget
Activo Fijo;OPE001;01-07-2025; 1.916.534 ;Forecast Q1
Administración;MKT002;01-07-2025; 2.263.204 ;Forecast Q2
Personal;OPE001;01-03-2025; 4.763.349 ;Forecast Q2
Personal;MKT001;01-05-2025; 5.224.784 ;Forecast Q1
Activo Fijo;TEC002;01-08-2025; 2.321.545 ;Forecast Q1
Administración;INM003;01-03-2025; 1.984.311 ;Budget
Administración;TEC002;01-08-2025; 1.084.256 ;Budget
Activo Fijo;TEC002;01-07-2025; 2.389.546 ;Budget
Personal;MKT002;01-04-2025; 3.577.173 ;Forecast Q1
Administración;TEC001;01-10-2025; 2.643.220 ;Budget
Administración;TEC001;01-11-2025; 1.284.468 ;Forecast Q1
Administración;OPE001;01-02-2025; 1.539.815 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 1.187.044 ;Forecast Q2
Activo Fijo;MKT001;01-02-2025; 1.826.870 ;Forecast Q1
Personal;TEC002;01-11-2025; 5.185.893 ;Forecast Q1
Personal;OPE001;01-10-2025; 5.823.236 ;Forecast Q1
Administración;TEC001;01-07-2025; 1.291.961 ;Forecast Q1
Personal;TEC001;01-02-2025; 3.121.266 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 2.209.052 ;Forecast Q2
Personal;TEC001;01-05-2025; 4.190.792 ;Forecast Q2
Personal;MKT002;01-07-2025; 5.071.027 ;Forecast Q1
Activo Fijo;OPE001;01-10-2025; 1.943.701 ;Forecast Q2
Personal;TEC001;01-12-2025; 5.282.463 ;Forecast Q1
Administración;TEC002;01-07-2025; 2.168.680 ;Budget
Activo Fijo;TEC002;01-09-2025; 1.903.938 ;Budget
Activo Fijo;TEC001;01-02-2025; 1.258.801 ;Forecast Q1
Administración;INM003;01-05-2025; 2.663.735 ;Budget
Administración;MKT001;01-10-2025; 2.303.375 ;Forecast Q2
Administración;TEC002;01-01-2025; 1.100.941 ;Forecast Q1
Activo Fijo;INM003;01-07-2025; 1.046.612 ;Forecast Q1
Administración;OPE001;01-03-2025; 1.684.147 ;Budget
Activo Fijo;TEC001;01-04-2025; 849.009 ;Forecast Q2
Activo Fijo;OPE001;01-04-2025; 1.214.577 ;Budget
Personal;MKT001;01-05-2025; 4.166.245 ;Forecast Q1
Personal;MKT002;01-08-2025; 3.662.111 ;Budget
Personal;OPE001;01-02-2025; 5.024.579 ;Budget
Administración;INM003;01-09-2025; 1.784.640 ;Budget
Personal;TEC001;01-04-2025; 5.139.880 ;Budget
Activo Fijo;TEC001;01-03-2025; 591.005 ;Forecast Q1
Administración;MKT002;01-04-2025; 1.384.257 ;Forecast Q2
Personal;TEC001;01-06-2025; 5.038.394 ;Forecast Q2
Personal;TEC001;01-05-2025; 5.513.336 ;Budget
Personal;OPE001;01-08-2025; 4.032.183 ;Budget
Administración;INM003;01-08-2025; 2.526.705 ;Budget
Activo Fijo;MKT001;01-01-2025; 2.287.293 ;Forecast Q1
Activo Fijo;OPE001;01-01-2025; 1.580.685 ;Forecast Q2
Personal;TEC002;01-01-2025; 4.700.962 ;Forecast Q2
Personal;TEC001;01-10-2025; 3.738.839 ;Forecast Q1
Personal;OPE001;01-12-2025; 5.714.379 ;Forecast Q1
Administración;MKT002;01-03-2025; 2.636.322 ;Forecast Q2
Administración;MKT002;01-03-2025; 1.487.394 ;Budget
Personal;INM003;01-11-2025; 4.853.579 ;Forecast Q2
Administración;TEC002;01-08-2025; 2.255.888 ;Budget
Administración;MKT001;01-10-2025; 2.011.865 ;Budget
Personal;OPE001;01-09-2025; 4.215.785 ;Budget
Personal;INM003;01-09-2025; 3.284.678 ;Forecast Q2
Administración;MKT001;01-08-2025; 1.009.085 ;Forecast Q1
Personal;MKT002;01-10-2025; 5.327.757 ;Forecast Q1
Activo Fijo;TEC001;01-09-2025; 1.674.292 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 660.074 ;Forecast Q2
Personal;TEC002;01-03-2025; 4.357.874 ;Forecast Q2
Activo Fijo;TEC002;01-10-2025; 721.712 ;Forecast Q1
Administración;INM003;01-04-2025; 1.240.083 ;Forecast Q2
Personal;MKT002;01-02-2025; 4.595.214 ;Forecast Q1
Personal;OPE001;01-04-2025; 4.270.056 ;Budget
Administración;TEC001;01-08-2025; 2.403.543 ;Forecast Q1
Activo Fijo;MKT001;01-03-2025; 788.894 ;Budget
Activo Fijo;TEC001;01-07-2025; 1.978.123 ;Forecast Q1
Activo Fijo;TEC001;01-01-2025; 2.084.304 ;Forecast Q1
Personal;TEC002;01-12-2025; 5.592.121 ;Budget
Personal;OPE001;01-06-2025; 3.303.169 ;Budget
Administración;TEC002;01-10-2025; 1.846.017 ;Forecast Q2
Administración;MKT001;01-12-2025; 2.215.251 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 1.732.054 ;Budget
Administración;TEC001;01-07-2025; 1.651.012 ;Forecast Q1
Personal;INM003;01-03-2025; 4.407.243 ;Forecast Q1
Administración;TEC002;01-05-2025; 2.974.435 ;Forecast Q2
Personal;OPE001;01-11-2025; 3.807.294 ;Forecast Q2
Personal;TEC002;01-11-2025; 3.540.433 ;Forecast Q1
Administración;MKT001;01-09-2025; 1.585.944 ;Forecast Q2
Administración;OPE001;01-01-2025; 2.696.053 ;Forecast Q1
Administración;TEC002;01-01-2025; 1.494.294 ;Forecast Q2
Personal;OPE001;01-11-2025; 3.669.624 ;Budget
Personal;TEC001;01-04-2025; 3.378.352 ;Budget
Personal;MKT002;01-08-2025; 3.920.674 ;Forecast Q1
Personal;INM003;01-07-2025; 3.884.474 ;Forecast Q1
Activo Fijo;MKT002;01-01-2025; 1.653.706 ;Forecast Q2
Administración;MKT002;01-02-2025; 1.774.899 ;Forecast Q2
Administración;TEC002;01-05-2025; 1.064.403 ;Budget
Personal;MKT001;01-02-2025; 5.915.111 ;Forecast Q2
Administración;TEC001;01-01-2025; 2.518.928 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 1.232.405 ;Forecast Q1
Administración;TEC002;01-05-2025; 2.977.886 ;Forecast Q1
Personal;OPE001;01-02-2025; 3.096.395 ;Budget
Personal;TEC001;01-05-2025; 3.681.426 ;Forecast Q2
Personal;MKT002;01-10-2025; 5.343.996 ;Forecast Q1
Administración;MKT001;01-08-2025; 1.998.808 ;Forecast Q2
Administración;MKT002;01-08-2025; 2.682.741 ;Budget
Administración;TEC001;01-02-2025; 2.853.764 ;Forecast Q1
Administración;INM003;01-09-2025; 2.665.270 ;Budget
Administración;OPE001;01-11-2025; 1.167.918 ;Forecast Q1
Personal;MKT001;01-01-2025; 4.963.017 ;Forecast Q2
Activo Fijo;TEC001;01-10-2025; 1.675.255 ;Budget
Administración;INM003;01-11-2025; 1.879.773 ;Budget
Administración;MKT002;01-04-2025; 2.648.600 ;Forecast Q2
Activo Fijo;TEC002;01-08-2025; 1.518.656 ;Forecast Q2
Administración;MKT002;01-12-2025; 2.092.960 ;Budget
Personal;MKT002;01-11-2025; 5.809.124 ;Forecast Q2
Administración;INM003;01-07-2025; 1.205.803 ;Budget
Personal;INM003;01-01-2025; 3.730.301 ;Forecast Q1
Activo Fijo;MKT002;01-11-2025; 1.977.532 ;Budget
Personal;OPE001;01-02-2025; 5.665.810 ;Forecast Q2
Administración;INM003;01-10-2025; 2.721.730 ;Forecast Q1
Activo Fijo;TEC002;01-04-2025; 1.209.547 ;Forecast Q2
Activo Fijo;MKT001;01-06-2025; 1.042.365 ;Forecast Q2
Activo Fijo;TEC002;01-09-2025; 2.096.300 ;Forecast Q1
Activo Fijo;TEC001;01-09-2025; 2.495.977 ;Forecast Q1
Administración;MKT002;01-12-2025; 1.626.581 ;Forecast Q2
Activo Fijo;TEC002;01-05-2025; 1.755.997 ;Forecast Q1
Personal;OPE001;01-05-2025; 3.330.512 ;Forecast Q2
Personal;INM003;01-11-2025; 3.778.294 ;Forecast Q1
Administración;OPE001;01-08-2025; 2.442.389 ;Forecast Q2
Activo Fijo;MKT001;01-12-2025; 2.277.999 ;Budget
Personal;TEC001;01-09-2025; 5.265.011 ;Budget
Personal;MKT001;01-10-2025; 5.625.480 ;Forecast Q1
Administración;TEC001;01-04-2025; 1.118.557 ;Forecast Q2
Activo Fijo;OPE001;01-01-2025; 1.380.787 ;Budget
Activo Fijo;INM003;01-08-2025; 2.369.163 ;Forecast Q1
Administración;TEC001;01-06-2025; 2.280.994 ;Budget
Activo Fijo;TEC001;01-01-2025; 1.601.371 ;Forecast Q1
Personal;TEC002;01-10-2025; 3.276.199 ;Forecast Q2
Activo Fijo;MKT002;01-06-2025; 502.536 ;Forecast Q2
Personal;TEC001;01-05-2025; 4.994.280 ;Budget
Personal;TEC002;01-04-2025; 5.311.206 ;Forecast Q1
Personal;OPE001;01-11-2025; 5.794.674 ;Forecast Q2
Activo Fijo;MKT002;01-07-2025; 1.785.341 ;Budget
Personal;OPE001;01-06-2025; 4.500.374 ;Forecast Q2
Personal;TEC001;01-06-2025; 4.949.830 ;Budget
Administración;TEC002;01-06-2025; 2.234.841 ;Budget
Activo Fijo;INM003;01-08-2025; 1.395.727 ;Budget
Activo Fijo;OPE001;01-09-2025; 1.968.785 ;Forecast Q1
Activo Fijo;MKT002;01-04-2025; 636.720 ;Budget
Personal;MKT002;01-03-2025; 5.687.224 ;Budget
Administración;INM003;01-12-2025; 1.659.776 ;Forecast Q2
Personal;OPE001;01-09-2025; 3.880.577 ;Forecast Q2
Personal;OPE001;01-11-2025; 4.265.318 ;Forecast Q2
Activo Fijo;INM003;01-12-2025; 651.476 ;Forecast Q1
Administración;INM003;01-01-2025; 2.391.228 ;Budget
Activo Fijo;INM003;01-08-2025; 646.037 ;Budget
Activo Fijo;OPE001;01-11-2025; 2.257.283 ;Budget
Activo Fijo;TEC001;01-10-2025; 983.264 ;Budget
Administración;MKT001;01-04-2025; 2.936.437 ;Budget
Personal;MKT001;01-02-2025; 3.937.409 ;Forecast Q1
Administración;TEC002;01-12-2025; 1.011.787 ;Budget
Administración;OPE001;01-09-2025; 1.989.452 ;Budget
Activo Fijo;TEC001;01-06-2025; 1.003.668 ;Forecast Q2
Personal;OPE001;01-04-2025; 3.551.449 ;Forecast Q1
